month,country,topic,age_group,share_of_messages
2026-03-01,BR,Writing,18-24,0.256
2026-03-01,BR,Writing,25-34,0.376
2026-03-01,BR,Writing,35-44,0.221
2026-03-01,BR,Writing,45-54,0.100
2026-03-01,BR,Writing,55-64,0.030
2026-03-01,BR,Writing,65+,0.017
2026-03-01,CA,Multimedia,18-24,0.158
2026-03-01,CA,Multimedia,25-34,0.302
2026-03-01,CA,Multimedia,35-44,0.241
2026-03-01,CA,Multimedia,45-54,0.161
2026-03-01,CA,Multimedia,55-64,0.072
2026-03-01,CA,Multimedia,65+,0.067
2026-03-01,CA,Other/Unknown,18-24,0.207
2026-03-01,CA,Other/Unknown,25-34,0.357
2026-03-01,CA,Other/Unknown,35-44,0.240
2026-03-01,CA,Other/Unknown,45-54,0.130
2026-03-01,CA,Other/Unknown,55-64,0.054
2026-03-01,CA,Other/Unknown,65+,0.011
2026-03-01,CA,Practical Guidance,18-24,0.281
2026-03-01,CA,Practical Guidance,25-34,0.339
2026-03-01,CA,Practical Guidance,35-44,0.225
2026-03-01,CA,Practical Guidance,45-54,0.075
2026-03-01,CA,Practical Guidance,55-64,0.052
2026-03-01,CA,Practical Guidance,65+,0.029
2026-03-01,CA,Seeking information,18-24,0.206
2026-03-01,CA,Seeking information,25-34,0.322
2026-03-01,CA,Seeking information,35-44,0.232
2026-03-01,CA,Seeking information,45-54,0.136
2026-03-01,CA,Seeking information,55-64,0.067
2026-03-01,CA,Seeking information,65+,0.037
2026-03-01,CA,Self-expression,18-24,0.206
2026-03-01,CA,Self-expression,25-34,0.394
2026-03-01,CA,Self-expression,35-44,0.222
2026-03-01,CA,Self-expression,45-54,0.112
2026-03-01,CA,Self-expression,55-64,0.052
2026-03-01,CA,Self-expression,65+,0.015
2026-03-01,CA,Technical help,18-24,0.320
2026-03-01,CA,Technical help,25-34,0.305
2026-03-01,CA,Technical help,35-44,0.159
2026-03-01,CA,Technical help,45-54,0.143
2026-03-01,CA,Technical help,55-64,0.036
2026-03-01,CA,Technical help,65+,0.037
2026-03-01,CA,Writing,18-24,0.223
2026-03-01,CA,Writing,25-34,0.336
2026-03-01,CA,Writing,35-44,0.232
2026-03-01,CA,Writing,45-54,0.145
2026-03-01,CA,Writing,55-64,0.042
2026-03-01,CA,Writing,65+,0.022
2026-03-01,CD,Writing,18-24,0.455
2026-03-01,CD,Writing,25-34,0.358
2026-03-01,CD,Writing,35-44,0.150
2026-03-01,CD,Writing,45-54,0.034
2026-03-01,CD,Writing,55-64,0.003
2026-03-01,CD,Writing,65+,0.000
2026-03-01,CH,Practical Guidance,18-24,0.244
2026-03-01,CH,Practical Guidance,25-34,0.384
2026-03-01,CH,Practical Guidance,35-44,0.166
2026-03-01,CH,Practical Guidance,45-54,0.137
2026-03-01,CH,Practical Guidance,55-64,0.044
2026-03-01,CH,Practical Guidance,65+,0.026
2026-03-01,CH,Seeking information,18-24,0.200
2026-03-01,CH,Seeking information,25-34,0.348
2026-03-01,CH,Seeking information,35-44,0.285
2026-03-01,CH,Seeking information,45-54,0.111
2026-03-01,CH,Seeking information,55-64,0.034
2026-03-01,CH,Seeking information,65+,0.022
2026-03-01,CH,Writing,18-24,0.210
2026-03-01,CH,Writing,25-34,0.285
2026-03-01,CH,Writing,35-44,0.282
2026-03-01,CH,Writing,45-54,0.159
2026-03-01,CH,Writing,55-64,0.054
2026-03-01,CH,Writing,65+,0.010
2026-03-01,CL,Practical Guidance,18-24,0.245
2026-03-01,CL,Practical Guidance,25-34,0.398
2026-03-01,CL,Practical Guidance,35-44,0.196
2026-03-01,CL,Practical Guidance,45-54,0.101
2026-03-01,CL,Practical Guidance,55-64,0.035
2026-03-01,CL,Practical Guidance,65+,0.025
2026-03-01,CL,Seeking information,18-24,0.236
2026-03-01,CL,Seeking information,25-34,0.429
2026-03-01,CL,Seeking information,35-44,0.186
2026-03-01,CL,Seeking information,45-54,0.081
2026-03-01,CL,Seeking information,55-64,0.045
2026-03-01,CL,Seeking information,65+,0.023
2026-03-01,CL,Self-expression,18-24,0.263
2026-03-01,CL,Self-expression,25-34,0.328
2026-03-01,CL,Self-expression,35-44,0.198
2026-03-01,CL,Self-expression,45-54,0.146
2026-03-01,CL,Self-expression,55-64,0.055
2026-03-01,CL,Self-expression,65+,0.011
2026-03-01,CL,Writing,18-24,0.242
2026-03-01,CL,Writing,25-34,0.368
2026-03-01,CL,Writing,35-44,0.240
2026-03-01,CL,Writing,45-54,0.085
2026-03-01,CL,Writing,55-64,0.041
2026-03-01,CL,Writing,65+,0.023
2026-03-01,CO,Multimedia,18-24,0.293
2026-03-01,CO,Multimedia,25-34,0.333
2026-03-01,CO,Multimedia,35-44,0.243
2026-03-01,CO,Multimedia,45-54,0.096
2026-03-01,CO,Multimedia,55-64,0.011
2026-03-01,CO,Multimedia,65+,0.025
2026-03-01,CO,Other/Unknown,18-24,0.311
2026-03-01,CO,Other/Unknown,25-34,0.306
2026-03-01,CO,Other/Unknown,35-44,0.250
2026-03-01,CO,Other/Unknown,45-54,0.084
2026-03-01,CO,Other/Unknown,55-64,0.039
2026-03-01,CO,Other/Unknown,65+,0.010
2026-03-01,CO,Practical Guidance,18-24,0.324
2026-03-01,CO,Practical Guidance,25-34,0.390
2026-03-01,CO,Practical Guidance,35-44,0.177
2026-03-01,CO,Practical Guidance,45-54,0.068
2026-03-01,CO,Practical Guidance,55-64,0.022
2026-03-01,CO,Practical Guidance,65+,0.019
2026-03-01,CO,Seeking information,18-24,0.289
2026-03-01,CO,Seeking information,25-34,0.344
2026-03-01,CO,Seeking information,35-44,0.168
2026-03-01,CO,Seeking information,45-54,0.131
2026-03-01,CO,Seeking information,55-64,0.033
2026-03-01,CO,Seeking information,65+,0.035
2026-03-01,CO,Self-expression,18-24,0.256
2026-03-01,CO,Self-expression,25-34,0.459
2026-03-01,CO,Self-expression,35-44,0.165
2026-03-01,CO,Self-expression,45-54,0.079
2026-03-01,CO,Self-expression,55-64,0.021
2026-03-01,CO,Self-expression,65+,0.020
2026-03-01,CO,Technical help,18-24,0.389
2026-03-01,CO,Technical help,25-34,0.408
2026-03-01,CO,Technical help,35-44,0.071
2026-03-01,CO,Technical help,45-54,0.041
2026-03-01,CO,Technical help,55-64,0.051
2026-03-01,CO,Technical help,65+,0.039
2026-03-01,CO,Writing,18-24,0.254
2026-03-01,CO,Writing,25-34,0.406
2026-03-01,CO,Writing,35-44,0.206
2026-03-01,CO,Writing,45-54,0.087
2026-03-01,CO,Writing,55-64,0.042
2026-03-01,CO,Writing,65+,0.005
2026-03-01,CR,Practical Guidance,18-24,0.288
2026-03-01,CR,Practical Guidance,25-34,0.365
2026-03-01,CR,Practical Guidance,35-44,0.166
2026-03-01,CR,Practical Guidance,45-54,0.062
2026-03-01,CR,Practical Guidance,55-64,0.075
2026-03-01,CR,Practical Guidance,65+,0.045
2026-03-01,CZ,Practical Guidance,18-24,0.259
2026-03-01,CZ,Practical Guidance,25-34,0.343
2026-03-01,CZ,Practical Guidance,35-44,0.252
2026-03-01,CZ,Practical Guidance,45-54,0.104
2026-03-01,CZ,Practical Guidance,55-64,0.029
2026-03-01,CZ,Practical Guidance,65+,0.014
2026-03-01,CZ,Seeking information,18-24,0.218
2026-03-01,CZ,Seeking information,25-34,0.301
2026-03-01,CZ,Seeking information,35-44,0.221
2026-03-01,CZ,Seeking information,45-54,0.186
2026-03-01,CZ,Seeking information,55-64,0.038
2026-03-01,CZ,Seeking information,65+,0.035
2026-03-01,CZ,Self-expression,18-24,0.231
2026-03-01,CZ,Self-expression,25-34,0.351
2026-03-01,CZ,Self-expression,35-44,0.265
2026-03-01,CZ,Self-expression,45-54,0.145
2026-03-01,CZ,Self-expression,55-64,0.008
2026-03-01,CZ,Self-expression,65+,0.000
2026-03-01,CZ,Writing,18-24,0.242
2026-03-01,CZ,Writing,25-34,0.264
2026-03-01,CZ,Writing,35-44,0.227
2026-03-01,CZ,Writing,45-54,0.146
2026-03-01,CZ,Writing,55-64,0.095
2026-03-01,CZ,Writing,65+,0.027
2026-03-01,DE,Multimedia,18-24,0.151
2026-03-01,DE,Multimedia,25-34,0.367
2026-03-01,DE,Multimedia,35-44,0.260
2026-03-01,DE,Multimedia,45-54,0.124
2026-03-01,DE,Multimedia,55-64,0.063
2026-03-01,DE,Multimedia,65+,0.035
2026-03-01,DE,Other/Unknown,18-24,0.214
2026-03-01,DE,Other/Unknown,25-34,0.356
2026-03-01,DE,Other/Unknown,35-44,0.219
2026-03-01,DE,Other/Unknown,45-54,0.112
2026-03-01,DE,Other/Unknown,55-64,0.060
2026-03-01,DE,Other/Unknown,65+,0.038
2026-03-01,DE,Practical Guidance,18-24,0.248
2026-03-01,DE,Practical Guidance,25-34,0.401
2026-03-01,DE,Practical Guidance,35-44,0.201
2026-03-01,DE,Practical Guidance,45-54,0.088
2026-03-01,DE,Practical Guidance,55-64,0.044
2026-03-01,DE,Practical Guidance,65+,0.019
2026-03-01,DE,Seeking information,18-24,0.215
2026-03-01,DE,Seeking information,25-34,0.364
2026-03-01,DE,Seeking information,35-44,0.216
2026-03-01,DE,Seeking information,45-54,0.108
2026-03-01,DE,Seeking information,55-64,0.063
2026-03-01,DE,Seeking information,65+,0.036
2026-03-01,DE,Self-expression,18-24,0.194
2026-03-01,DE,Self-expression,25-34,0.389
2026-03-01,DE,Self-expression,35-44,0.214
2026-03-01,DE,Self-expression,45-54,0.127
2026-03-01,DE,Self-expression,55-64,0.048
2026-03-01,DE,Self-expression,65+,0.028
2026-03-01,DE,Technical help,18-24,0.197
2026-03-01,DE,Technical help,25-34,0.365
2026-03-01,DE,Technical help,35-44,0.218
2026-03-01,DE,Technical help,45-54,0.120
2026-03-01,DE,Technical help,55-64,0.054
2026-03-01,DE,Technical help,65+,0.047
2026-03-01,DE,Writing,18-24,0.219
2026-03-01,DE,Writing,25-34,0.377
2026-03-01,DE,Writing,35-44,0.227
2026-03-01,DE,Writing,45-54,0.122
2026-03-01,DE,Writing,55-64,0.036
2026-03-01,DE,Writing,65+,0.019
2026-03-01,DK,Practical Guidance,18-24,0.177
2026-03-01,DK,Practical Guidance,25-34,0.407
2026-03-01,DK,Practical Guidance,35-44,0.208
2026-03-01,DK,Practical Guidance,45-54,0.114
2026-03-01,DK,Practical Guidance,55-64,0.094
2026-03-01,DK,Practical Guidance,65+,0.001
2026-03-01,DK,Seeking information,18-24,0.156
2026-03-01,DK,Seeking information,25-34,0.341
2026-03-01,DK,Seeking information,35-44,0.225
2026-03-01,DK,Seeking information,45-54,0.187
2026-03-01,DK,Seeking information,55-64,0.065
2026-03-01,DK,Seeking information,65+,0.026
2026-03-01,DK,Writing,18-24,0.229
2026-03-01,DK,Writing,25-34,0.321
2026-03-01,DK,Writing,35-44,0.243
2026-03-01,DK,Writing,45-54,0.135
2026-03-01,DK,Writing,55-64,0.072
2026-03-01,DK,Writing,65+,0.000
2026-03-01,DO,Practical Guidance,18-24,0.361
2026-03-01,DO,Practical Guidance,25-34,0.371
2026-03-01,DO,Practical Guidance,35-44,0.109
2026-03-01,DO,Practical Guidance,45-54,0.088
2026-03-01,DO,Practical Guidance,55-64,0.043
2026-03-01,DO,Practical Guidance,65+,0.028
2026-03-01,DO,Seeking information,18-24,0.302
2026-03-01,DO,Seeking information,25-34,0.291
2026-03-01,DO,Seeking information,35-44,0.233
2026-03-01,DO,Seeking information,45-54,0.126
2026-03-01,DO,Seeking information,55-64,0.019
2026-03-01,DO,Seeking information,65+,0.029
2026-03-01,DO,Writing,18-24,0.361
2026-03-01,DO,Writing,25-34,0.395
2026-03-01,DO,Writing,35-44,0.121
2026-03-01,DO,Writing,45-54,0.088
2026-03-01,DO,Writing,55-64,0.004
2026-03-01,DO,Writing,65+,0.032
2026-03-01,DZ,Multimedia,18-24,0.344
2026-03-01,DZ,Multimedia,25-34,0.337
2026-03-01,DZ,Multimedia,35-44,0.185
2026-03-01,DZ,Multimedia,45-54,0.051
2026-03-01,DZ,Multimedia,55-64,0.056
2026-03-01,DZ,Multimedia,65+,0.027
2026-03-01,DZ,Other/Unknown,18-24,0.375
2026-03-01,DZ,Other/Unknown,25-34,0.292
2026-03-01,DZ,Other/Unknown,35-44,0.133
2026-03-01,DZ,Other/Unknown,45-54,0.099
2026-03-01,DZ,Other/Unknown,55-64,0.033
2026-03-01,DZ,Other/Unknown,65+,0.068
2026-03-01,DZ,Practical Guidance,18-24,0.376
2026-03-01,DZ,Practical Guidance,25-34,0.357
2026-03-01,DZ,Practical Guidance,35-44,0.157
2026-03-01,DZ,Practical Guidance,45-54,0.045
2026-03-01,DZ,Practical Guidance,55-64,0.021
2026-03-01,DZ,Practical Guidance,65+,0.044
2026-03-01,DZ,Seeking information,18-24,0.368
2026-03-01,DZ,Seeking information,25-34,0.345
2026-03-01,DZ,Seeking information,35-44,0.126
2026-03-01,DZ,Seeking information,45-54,0.078
2026-03-01,DZ,Seeking information,55-64,0.024
2026-03-01,DZ,Seeking information,65+,0.058
2026-03-01,DZ,Self-expression,18-24,0.381
2026-03-01,DZ,Self-expression,25-34,0.338
2026-03-01,DZ,Self-expression,35-44,0.131
2026-03-01,DZ,Self-expression,45-54,0.051
2026-03-01,DZ,Self-expression,55-64,0.042
2026-03-01,DZ,Self-expression,65+,0.057
2026-03-01,DZ,Writing,18-24,0.357
2026-03-01,DZ,Writing,25-34,0.323
2026-03-01,DZ,Writing,35-44,0.146
2026-03-01,DZ,Writing,45-54,0.071
2026-03-01,DZ,Writing,55-64,0.037
2026-03-01,DZ,Writing,65+,0.066
2026-03-01,EC,Practical Guidance,18-24,0.389
2026-03-01,EC,Practical Guidance,25-34,0.330
2026-03-01,EC,Practical Guidance,35-44,0.128
2026-03-01,EC,Practical Guidance,45-54,0.118
2026-03-01,EC,Practical Guidance,55-64,0.017
2026-03-01,EC,Practical Guidance,65+,0.018
2026-03-01,EC,Seeking information,18-24,0.344
2026-03-01,EC,Seeking information,25-34,0.393
2026-03-01,EC,Seeking information,35-44,0.197
2026-03-01,EC,Seeking information,45-54,0.055
2026-03-01,EC,Seeking information,55-64,0.000
2026-03-01,EC,Seeking information,65+,0.012
2026-03-01,EC,Writing,18-24,0.270
2026-03-01,EC,Writing,25-34,0.445
2026-03-01,EC,Writing,35-44,0.154
2026-03-01,EC,Writing,45-54,0.075
2026-03-01,EC,Writing,55-64,0.019
2026-03-01,EC,Writing,65+,0.037
2026-03-01,EG,Multimedia,18-24,0.355
2026-03-01,EG,Multimedia,25-34,0.316
2026-03-01,EG,Multimedia,35-44,0.212
2026-03-01,EG,Multimedia,45-54,0.047
2026-03-01,EG,Multimedia,55-64,0.011
2026-03-01,EG,Multimedia,65+,0.058
2026-03-01,EG,Other/Unknown,18-24,0.441
2026-03-01,EG,Other/Unknown,25-34,0.339
2026-03-01,EG,Other/Unknown,35-44,0.081
2026-03-01,EG,Other/Unknown,45-54,0.079
2026-03-01,EG,Other/Unknown,55-64,0.036
2026-03-01,EG,Other/Unknown,65+,0.025
2026-03-01,EG,Practical Guidance,18-24,0.415
2026-03-01,EG,Practical Guidance,25-34,0.364
2026-03-01,EG,Practical Guidance,35-44,0.134
2026-03-01,EG,Practical Guidance,45-54,0.044
2026-03-01,EG,Practical Guidance,55-64,0.016
2026-03-01,EG,Practical Guidance,65+,0.028
2026-03-01,EG,Seeking information,18-24,0.440
2026-03-01,EG,Seeking information,25-34,0.342
2026-03-01,EG,Seeking information,35-44,0.134
2026-03-01,EG,Seeking information,45-54,0.041
2026-03-01,EG,Seeking information,55-64,0.020
2026-03-01,EG,Seeking information,65+,0.023
2026-03-01,EG,Self-expression,18-24,0.470
2026-03-01,EG,Self-expression,25-34,0.324
2026-03-01,EG,Self-expression,35-44,0.133
2026-03-01,EG,Self-expression,45-54,0.024
2026-03-01,EG,Self-expression,55-64,0.008
2026-03-01,EG,Self-expression,65+,0.041
2026-03-01,EG,Writing,18-24,0.385
2026-03-01,EG,Writing,25-34,0.372
2026-03-01,EG,Writing,35-44,0.149
2026-03-01,EG,Writing,45-54,0.069
2026-03-01,EG,Writing,55-64,0.015
2026-03-01,EG,Writing,65+,0.010
2026-03-01,ES,Multimedia,18-24,0.160
2026-03-01,ES,Multimedia,25-34,0.291
2026-03-01,ES,Multimedia,35-44,0.258
2026-03-01,ES,Multimedia,45-54,0.212
2026-03-01,ES,Multimedia,55-64,0.062
2026-03-01,ES,Multimedia,65+,0.017
2026-03-01,ES,Other/Unknown,18-24,0.188
2026-03-01,ES,Other/Unknown,25-34,0.309
2026-03-01,ES,Other/Unknown,35-44,0.219
2026-03-01,ES,Other/Unknown,45-54,0.136
2026-03-01,ES,Other/Unknown,55-64,0.092
2026-03-01,ES,Other/Unknown,65+,0.057
2026-03-01,ES,Practical Guidance,18-24,0.226
2026-03-01,ES,Practical Guidance,25-34,0.343
2026-03-01,ES,Practical Guidance,35-44,0.209
2026-03-01,ES,Practical Guidance,45-54,0.135
2026-03-01,ES,Practical Guidance,55-64,0.057
2026-03-01,ES,Practical Guidance,65+,0.030
2026-03-01,ES,Seeking information,18-24,0.203
2026-03-01,ES,Seeking information,25-34,0.351
2026-03-01,ES,Seeking information,35-44,0.230
2026-03-01,ES,Seeking information,45-54,0.139
2026-03-01,ES,Seeking information,55-64,0.061
2026-03-01,ES,Seeking information,65+,0.017
2026-03-01,ES,Self-expression,18-24,0.175
2026-03-01,ES,Self-expression,25-34,0.338
2026-03-01,ES,Self-expression,35-44,0.230
2026-03-01,ES,Self-expression,45-54,0.171
2026-03-01,ES,Self-expression,55-64,0.041
2026-03-01,ES,Self-expression,65+,0.044
2026-03-01,ES,Technical help,18-24,0.231
2026-03-01,ES,Technical help,25-34,0.324
2026-03-01,ES,Technical help,35-44,0.243
2026-03-01,ES,Technical help,45-54,0.167
2026-03-01,ES,Technical help,55-64,0.035
2026-03-01,ES,Technical help,65+,0.000
2026-03-01,ES,Writing,18-24,0.232
2026-03-01,ES,Writing,25-34,0.341
2026-03-01,ES,Writing,35-44,0.232
2026-03-01,ES,Writing,45-54,0.135
2026-03-01,ES,Writing,55-64,0.050
2026-03-01,ES,Writing,65+,0.010
2026-03-01,ET,Practical Guidance,18-24,0.343
2026-03-01,ET,Practical Guidance,25-34,0.461
2026-03-01,ET,Practical Guidance,35-44,0.094
2026-03-01,ET,Practical Guidance,45-54,0.018
2026-03-01,ET,Practical Guidance,55-64,0.018
2026-03-01,ET,Practical Guidance,65+,0.066
2026-03-01,FI,Practical Guidance,18-24,0.260
2026-03-01,FI,Practical Guidance,25-34,0.414
2026-03-01,FI,Practical Guidance,35-44,0.174
2026-03-01,FI,Practical Guidance,45-54,0.099
2026-03-01,FI,Practical Guidance,55-64,0.027
2026-03-01,FI,Practical Guidance,65+,0.026
2026-03-01,FR,Multimedia,18-24,0.162
2026-03-01,FR,Multimedia,25-34,0.337
2026-03-01,FR,Multimedia,35-44,0.277
2026-03-01,FR,Multimedia,45-54,0.139
2026-03-01,FR,Multimedia,55-64,0.059
2026-03-01,FR,Multimedia,65+,0.025
2026-03-01,FR,Other/Unknown,18-24,0.196
2026-03-01,FR,Other/Unknown,25-34,0.325
2026-03-01,FR,Other/Unknown,35-44,0.225
2026-03-01,FR,Other/Unknown,45-54,0.165
2026-03-01,FR,Other/Unknown,55-64,0.058
2026-03-01,FR,Other/Unknown,65+,0.031
2026-03-01,FR,Practical Guidance,18-24,0.273
2026-03-01,FR,Practical Guidance,25-34,0.351
2026-03-01,FR,Practical Guidance,35-44,0.190
2026-03-01,FR,Practical Guidance,45-54,0.100
2026-03-01,FR,Practical Guidance,55-64,0.055
2026-03-01,FR,Practical Guidance,65+,0.031
2026-03-01,FR,Seeking information,18-24,0.250
2026-03-01,FR,Seeking information,25-34,0.330
2026-03-01,FR,Seeking information,35-44,0.202
2026-03-01,FR,Seeking information,45-54,0.121
2026-03-01,FR,Seeking information,55-64,0.063
2026-03-01,FR,Seeking information,65+,0.033
2026-03-01,FR,Self-expression,18-24,0.222
2026-03-01,FR,Self-expression,25-34,0.350
2026-03-01,FR,Self-expression,35-44,0.217
2026-03-01,FR,Self-expression,45-54,0.128
2026-03-01,FR,Self-expression,55-64,0.062
2026-03-01,FR,Self-expression,65+,0.022
2026-03-01,FR,Technical help,18-24,0.276
2026-03-01,FR,Technical help,25-34,0.312
2026-03-01,FR,Technical help,35-44,0.230
2026-03-01,FR,Technical help,45-54,0.111
2026-03-01,FR,Technical help,55-64,0.046
2026-03-01,FR,Technical help,65+,0.024
2026-03-01,FR,Writing,18-24,0.283
2026-03-01,FR,Writing,25-34,0.331
2026-03-01,FR,Writing,35-44,0.209
2026-03-01,FR,Writing,45-54,0.102
2026-03-01,FR,Writing,55-64,0.048
2026-03-01,FR,Writing,65+,0.026
2026-03-01,GB,Multimedia,18-24,0.196
2026-03-01,GB,Multimedia,25-34,0.335
2026-03-01,GB,Multimedia,35-44,0.233
2026-03-01,GB,Multimedia,45-54,0.125
2026-03-01,GB,Multimedia,55-64,0.068
2026-03-01,GB,Multimedia,65+,0.044
2026-03-01,GB,Other/Unknown,18-24,0.229
2026-03-01,GB,Other/Unknown,25-34,0.297
2026-03-01,GB,Other/Unknown,35-44,0.269
2026-03-01,GB,Other/Unknown,45-54,0.128
2026-03-01,GB,Other/Unknown,55-64,0.065
2026-03-01,GB,Other/Unknown,65+,0.011
2026-03-01,GB,Practical Guidance,18-24,0.259
2026-03-01,GB,Practical Guidance,25-34,0.342
2026-03-01,GB,Practical Guidance,35-44,0.219
2026-03-01,GB,Practical Guidance,45-54,0.112
2026-03-01,GB,Practical Guidance,55-64,0.047
2026-03-01,GB,Practical Guidance,65+,0.020
2026-03-01,GB,Seeking information,18-24,0.231
2026-03-01,GB,Seeking information,25-34,0.350
2026-03-01,GB,Seeking information,35-44,0.220
2026-03-01,GB,Seeking information,45-54,0.122
2026-03-01,GB,Seeking information,55-64,0.057
2026-03-01,GB,Seeking information,65+,0.020
2026-03-01,GB,Self-expression,18-24,0.245
2026-03-01,GB,Self-expression,25-34,0.352
2026-03-01,GB,Self-expression,35-44,0.214
2026-03-01,GB,Self-expression,45-54,0.125
2026-03-01,GB,Self-expression,55-64,0.052
2026-03-01,GB,Self-expression,65+,0.012
2026-03-01,GB,Technical help,18-24,0.234
2026-03-01,GB,Technical help,25-34,0.299
2026-03-01,GB,Technical help,35-44,0.211
2026-03-01,GB,Technical help,45-54,0.135
2026-03-01,GB,Technical help,55-64,0.098
2026-03-01,GB,Technical help,65+,0.022
2026-03-01,GB,Writing,18-24,0.241
2026-03-01,GB,Writing,25-34,0.348
2026-03-01,GB,Writing,35-44,0.228
2026-03-01,GB,Writing,45-54,0.117
2026-03-01,GB,Writing,55-64,0.051
2026-03-01,GB,Writing,65+,0.016
2026-03-01,GE,Practical Guidance,18-24,0.297
2026-03-01,GE,Practical Guidance,25-34,0.286
2026-03-01,GE,Practical Guidance,35-44,0.242
2026-03-01,GE,Practical Guidance,45-54,0.079
2026-03-01,GE,Practical Guidance,55-64,0.053
2026-03-01,GE,Practical Guidance,65+,0.044
2026-03-01,GH,Practical Guidance,18-24,0.509
2026-03-01,GH,Practical Guidance,25-34,0.300
2026-03-01,GH,Practical Guidance,35-44,0.117
2026-03-01,GH,Practical Guidance,45-54,0.032
2026-03-01,GH,Practical Guidance,55-64,0.019
2026-03-01,GH,Practical Guidance,65+,0.024
2026-03-01,GH,Writing,18-24,0.337
2026-03-01,GH,Writing,25-34,0.352
2026-03-01,GH,Writing,35-44,0.120
2026-03-01,GH,Writing,45-54,0.058
2026-03-01,GH,Writing,55-64,0.102
2026-03-01,GH,Writing,65+,0.032
2026-03-01,GR,Practical Guidance,18-24,0.167
2026-03-01,GR,Practical Guidance,25-34,0.318
2026-03-01,GR,Practical Guidance,35-44,0.254
2026-03-01,GR,Practical Guidance,45-54,0.149
2026-03-01,GR,Practical Guidance,55-64,0.065
2026-03-01,GR,Practical Guidance,65+,0.047
2026-03-01,GR,Seeking information,18-24,0.185
2026-03-01,GR,Seeking information,25-34,0.306
2026-03-01,GR,Seeking information,35-44,0.246
2026-03-01,GR,Seeking information,45-54,0.147
2026-03-01,GR,Seeking information,55-64,0.080
2026-03-01,GR,Seeking information,65+,0.035
2026-03-01,GR,Writing,18-24,0.211
2026-03-01,GR,Writing,25-34,0.406
2026-03-01,GR,Writing,35-44,0.262
2026-03-01,GR,Writing,45-54,0.120
2026-03-01,GR,Writing,55-64,0.000
2026-03-01,GR,Writing,65+,0.000
2026-03-01,GT,Practical Guidance,18-24,0.437
2026-03-01,GT,Practical Guidance,25-34,0.396
2026-03-01,GT,Practical Guidance,35-44,0.039
2026-03-01,GT,Practical Guidance,45-54,0.047
2026-03-01,GT,Practical Guidance,55-64,0.040
2026-03-01,GT,Practical Guidance,65+,0.040
2026-03-01,HR,Practical Guidance,18-24,0.189
2026-03-01,HR,Practical Guidance,25-34,0.375
2026-03-01,HR,Practical Guidance,35-44,0.266
2026-03-01,HR,Practical Guidance,45-54,0.081
2026-03-01,HR,Practical Guidance,55-64,0.073
2026-03-01,HR,Practical Guidance,65+,0.015
2026-03-01,HU,Practical Guidance,18-24,0.225
2026-03-01,HU,Practical Guidance,25-34,0.388
2026-03-01,HU,Practical Guidance,35-44,0.194
2026-03-01,HU,Practical Guidance,45-54,0.114
2026-03-01,HU,Practical Guidance,55-64,0.047
2026-03-01,HU,Practical Guidance,65+,0.032
2026-03-01,HU,Seeking information,18-24,0.171
2026-03-01,HU,Seeking information,25-34,0.408
2026-03-01,HU,Seeking information,35-44,0.190
2026-03-01,HU,Seeking information,45-54,0.154
2026-03-01,HU,Seeking information,55-64,0.059
2026-03-01,HU,Seeking information,65+,0.019
2026-03-01,HU,Writing,18-24,0.194
2026-03-01,HU,Writing,25-34,0.312
2026-03-01,HU,Writing,35-44,0.261
2026-03-01,HU,Writing,45-54,0.128
2026-03-01,HU,Writing,55-64,0.044
2026-03-01,HU,Writing,65+,0.060
2026-03-01,ID,Multimedia,18-24,0.315
2026-03-01,ID,Multimedia,25-34,0.396
2026-03-01,ID,Multimedia,35-44,0.174
2026-03-01,ID,Multimedia,45-54,0.077
2026-03-01,ID,Multimedia,55-64,0.014
2026-03-01,ID,Multimedia,65+,0.025
2026-03-01,ID,Other/Unknown,18-24,0.416
2026-03-01,ID,Other/Unknown,25-34,0.352
2026-03-01,ID,Other/Unknown,35-44,0.160
2026-03-01,ID,Other/Unknown,45-54,0.033
2026-03-01,ID,Other/Unknown,55-64,0.024
2026-03-01,ID,Other/Unknown,65+,0.015
2026-03-01,ID,Practical Guidance,18-24,0.461
2026-03-01,ID,Practical Guidance,25-34,0.363
2026-03-01,ID,Practical Guidance,35-44,0.088
2026-03-01,ID,Practical Guidance,45-54,0.059
2026-03-01,ID,Practical Guidance,55-64,0.012
2026-03-01,ID,Practical Guidance,65+,0.017
2026-03-01,ID,Seeking information,18-24,0.433
2026-03-01,ID,Seeking information,25-34,0.367
2026-03-01,ID,Seeking information,35-44,0.119
2026-03-01,ID,Seeking information,45-54,0.038
2026-03-01,ID,Seeking information,55-64,0.025
2026-03-01,ID,Seeking information,65+,0.018
2026-03-01,ID,Self-expression,18-24,0.446
2026-03-01,ID,Self-expression,25-34,0.384
2026-03-01,ID,Self-expression,35-44,0.083
2026-03-01,ID,Self-expression,45-54,0.051
2026-03-01,ID,Self-expression,55-64,0.023
2026-03-01,ID,Self-expression,65+,0.013
2026-03-01,ID,Technical help,18-24,0.438
2026-03-01,ID,Technical help,25-34,0.391
2026-03-01,ID,Technical help,35-44,0.105
2026-03-01,ID,Technical help,45-54,0.017
2026-03-01,ID,Technical help,55-64,0.040
2026-03-01,ID,Technical help,65+,0.009
2026-03-01,ID,Writing,18-24,0.483
2026-03-01,ID,Writing,25-34,0.371
2026-03-01,ID,Writing,35-44,0.091
